Locus	sgRNA	Beta	zscore	pvalue	FDR	wald_pvalue	wald_fdr	Cas_variant	FACS_protein	sgRNA_group
rs17163363	4	-0.034284	-0.22747	0.8018	0.97676	0.82006	0.92213	Cas9	SELE	CAD_loci
rs7540067	5	0.0021207	0.022707	0.98155	0.99664	0.98188	0.99459	Cas9	SELE	CAD_loci
rs75537616	5	-0.17996	-0.5852	0.21239	0.77586	0.55841	0.78429	Cas9	SELE	CAD_loci
rs9897160	1	-0.036474	-0.27056	0.8983	0.98701	0.78673	0.90782	Cas9	SELE	CAD_loci
rs12522841	5	-0.032134	-0.33459	0.79849	0.97676	0.73794	0.88586	Cas9	SELE	CAD_loci
rs74360574	5	0.20769	1.9204	0.21902	0.78209	0.05481	0.2782	Cas9	SELE	CAD_loci
rs749240	4	0.16658	1.1263	0.36708	0.86807	0.26006	0.56705	Cas9	SELE	CAD_loci
rs7197869	2	-0.23069	-2.8877	0.33113	0.84964	0.0038808	0.086359	Cas9	SELE	CAD_loci
rs6547621	5	0.021963	0.28138	0.92006	0.9895	0.77842	0.90782	Cas9	SELE	CAD_loci
rs1470662	2	-0.023787	-0.21124	0.92242	0.9895	0.8327	0.92888	Cas9	SELE	CAD_loci
rs62233099	4	0.093017	0.43581	0.64238	0.9481	0.66297	0.84735	Cas9	SELE	CAD_loci
rs66790703	5	0.42387	1.3364	0.024598	0.46018	0.18143	0.49109	Cas9	SELE	CAD_loci
rs76182758	5	0.16595	1.4963	0.3264	0.84455	0.13458	0.4288	Cas9	SELE	CAD_loci
rs11226029	5	0.25534	1.8062	0.13434	0.7375	0.070887	0.30977	Cas9	SELE	CAD_loci
rs3214601	5	-0.078031	-0.85818	0.56954	0.93722	0.39079	0.67495	Cas9	SELE	CAD_loci
rs11105368	3	0.41496	1.7851	0.077105	0.64683	0.074239	0.31436	Cas9	SELE	CAD_loci
rs3833499	5	-0.034439	-0.32035	0.78903	0.97676	0.7487	0.89169	Cas9	SELE	CAD_loci
rs28655617	1	0.24445	1.0249	0.44655	0.90085	0.30542	0.61321	Cas9	SELE	CAD_loci
rs378825	5	0.12803	0.94965	0.44844	0.90085	0.34229	0.63897	Cas9	SELE	CAD_loci
rs35099862	5	0.092053	0.65199	0.58893	0.93722	0.51441	0.75887	Cas9	SELE	CAD_loci
rs11105378	3	-0.00071889	-0.004799	0.96973	0.99664	0.99617	0.99978	Cas9	SELE	CAD_loci
rs1060240	5	0.18294	1.6989	0.28524	0.82649	0.089336	0.3486	Cas9	SELE	CAD_loci
rs3863445	5	0.12616	1.5748	0.45128	0.90085	0.11529	0.3976	Cas9	SELE	CAD_loci
rs6982502	5	0.34272	2.1914	0.055818	0.60204	0.028423	0.20079	Cas9	SELE	CAD_loci
rs7217226	5	0.11719	1.1427	0.48723	0.92555	0.25317	0.56185	Cas9	SELE	CAD_loci
rs9895116	5	0.117	0.86985	0.48723	0.92555	0.38438	0.66769	Cas9	SELE	CAD_loci
rs2130382	5	-0.25178	-2.8475	0.084674	0.66032	0.0044061	0.091318	Cas9	SELE	CAD_loci
rs4888405	2	0.14668	0.55016	0.535	0.93509	0.58221	0.79635	Cas9	SELE	CAD_loci
rs71458830	3	0.12224	0.8892	0.55676	0.93722	0.37389	0.66205	Cas9	SELE	CAD_loci
Ess_SAM_EIF5B	7	-0.020344	-0.19401	0.81552	0.97676	0.84617	0.93496	Cas9	SELE	essential_genes
rs2820315	5	0.025382	0.22174	0.90492	0.9871	0.82452	0.92361	Cas9	SELE	CAD_loci
rs10793514	3	-0.33459	-3.0638	0.094134	0.66032	0.0021854	0.071217	Cas9	SELE	CAD_loci
rs35291022	5	0.046027	0.58825	0.8122	0.97676	0.55636	0.78373	Cas9	SELE	CAD_loci
rs56322312	5	0.05655	0.48287	0.76017	0.97676	0.62919	0.82924	Cas9	SELE	CAD_loci
rs3836305	4	0.092683	1.0531	0.64428	0.9481	0.2923	0.60403	Cas9	SELE	CAD_loci
rs35495249	4	-0.027757	-0.25134	0.83113	0.97676	0.80155	0.91675	Cas9	SELE	CAD_loci
rs5760359	5	-0.028828	-0.24959	0.8141	0.97676	0.8029	0.91714	Cas9	SELE	CAD_loci
rs200240659	3	-0.12405	-1.1782	0.51325	0.92555	0.2387	0.54833	Cas9	SELE	CAD_loci
rs7274866	5	0.1598	0.9865	0.34106	0.85225	0.32389	0.62974	Cas9	SELE	CAD_loci
rs75888794	5	0.10373	0.95181	0.5473	0.93689	0.34119	0.6389	Cas9	SELE	CAD_loci
rs11330240	5	0.021989	0.27882	0.92006	0.9895	0.78038	0.90782	Cas9	SELE	CAD_loci
rs1563966	5	0.12407	1.2148	0.46121	0.90951	0.22445	0.53797	Cas9	SELE	CAD_loci
rs7985584	4	-0.012816	-0.074028	0.89782	0.98701	0.94099	0.97896	Cas9	SELE	CAD_loci
rs3029657	3	0.0086526	0.057575	0.99196	0.99857	0.95409	0.98444	Cas9	SELE	CAD_loci
rs76283024	3	-0.099247	-1.0008	0.59272	0.93722	0.31694	0.62167	Cas9	SELE	CAD_loci
rs11238794	5	0.11791	1.0816	0.48344	0.92489	0.27944	0.58956	Cas9	SELE	CAD_loci
rs2107595	5	-0.084534	-0.81337	0.54163	0.93546	0.41601	0.69311	Cas9	SELE	CAD_loci
rs943037	5	0.31051	2.8924	0.077105	0.64683	0.0038231	0.086331	Cas9	SELE	CAD_loci
rs6495333	5	0.022219	0.15167	0.91958	0.9895	0.87945	0.95106	Cas9	SELE	CAD_loci
rs4634932	5	-0.13737	-1.0673	0.32545	0.84417	0.28584	0.59598	Cas9	SELE	CAD_loci
Pos_SAM_ITPR3	5	0.34486	1.7731	0.055345	0.60204	0.076214	0.31836	Cas9	SELE	known_genes
rs7210917	5	0.0072421	0.063709	0.99811	0.99953	0.9492	0.98267	Cas9	SELE	CAD_loci
rs60049100	5	-0.069282	-0.60105	0.61211	0.94497	0.54781	0.77796	Cas9	SELE	CAD_loci
rs62233122	5	0.12135	0.76011	0.47256	0.92004	0.44719	0.71564	Cas9	SELE	CAD_loci
rs1333048	3	-0.078777	-0.85387	0.66367	0.95061	0.39318	0.67576	Cas9	SELE	CAD_loci
rs3790514	5	0.1053	1.1436	0.53642	0.93509	0.2528	0.56185	Cas9	SELE	CAD_loci
rs147302896	2	-0.31743	-1.2156	0.18401	0.75985	0.22412	0.53797	Cas9	SELE	CAD_loci
rs2902340	4	-0.065622	-0.94771	0.65894	0.95061	0.34328	0.63897	Cas9	SELE	CAD_loci
rs2251468	5	0.064698	0.61472	0.71949	0.97313	0.53874	0.77393	Cas9	SELE	CAD_loci
rs12290622	5	-0.054589	-0.55828	0.68259	0.95764	0.57666	0.79469	Cas9	SELE	CAD_loci
rs7311233	5	0.08157	0.61061	0.63482	0.9481	0.54146	0.77393	Cas9	SELE	CAD_loci
rs11908100	2	-0.039083	-0.36453	0.87086	0.98187	0.71546	0.87681	Cas9	SELE	CAD_loci
rs4504897	2	-0.64592	-1.3498	0.01561	0.38372	0.17708	0.48681	Cas9	SELE	CAD_loci
rs73088161	5	0.2172	1.6627	0.20104	0.77117	0.096365	0.3612	Cas9	SELE	CAD_loci
Ess_GECKO_RPSA	5	0.93485	2.4491	0	0	0.014321	0.14768	Cas9	SELE	essential_genes
rs7176187	5	-0.34929	-3.2937	0.018921	0.41509	0.0009887	0.047696	Cas9	SELE	CAD_loci
rs2943648	3	-0.027276	-0.13624	0.86566	0.98071	0.89163	0.95302	Cas9	SELE	CAD_loci
rs55684511	3	-0.62538	-2.8597	0.0061495	0.2766	0.0042409	0.088764	Cas9	SELE	CAD_loci
rs2378584	4	-0.1052	-0.88739	0.50804	0.92555	0.37487	0.66205	Cas9	SELE	CAD_loci
rs6579208	5	-0.10704	-0.80959	0.43851	0.89961	0.41817	0.69403	Cas9	SELE	CAD_loci
rs273909	5	-0.27967	-0.91626	0.055818	0.60204	0.35953	0.65	Cas9	SELE	CAD_loci
rs8117847	5	-0.14378	-1.2999	0.307	0.82992	0.19365	0.50481	Cas9	SELE	CAD_loci
rs1562323	5	0.19414	1.4516	0.25024	0.81135	0.14662	0.44726	Cas9	SELE	CAD_loci
rs4888383	4	0.10315	0.83161	0.60265	0.93979	0.40563	0.6871	Cas9	SELE	CAD_loci
rs2410618	5	-0.21775	-2.2983	0.13623	0.7375	0.021544	0.17482	Cas9	SELE	CAD_loci
rs6494487	2	-0.093545	-0.96992	0.6807	0.95764	0.33209	0.63303	Cas9	SELE	CAD_loci
rs11710560	3	0.25032	2.2293	0.24314	0.81102	0.025794	0.18674	Cas9	SELE	CAD_loci
rs7216719	5	-0.05421	-0.53685	0.68401	0.95764	0.59137	0.80552	Cas9	SELE	CAD_loci
rs9349379	4	-0.2375	-1.2864	0.15705	0.74439	0.19831	0.51243	Cas9	SELE	CAD_loci
rs7200616	4	-0.36002	-2.615	0.03737	0.54651	0.0089234	0.11864	Cas9	SELE	CAD_loci
rs12028817	5	-0.35177	-2.4364	0.018448	0.41509	0.014835	0.14953	Cas9	SELE	CAD_loci
rs9892450	5	-0.2401	-1.8027	0.097446	0.66032	0.07144	0.31001	Cas9	SELE	CAD_loci
rs55993524	2	-0.11263	-0.79329	0.62725	0.94714	0.42761	0.70292	Cas9	SELE	CAD_loci
rs2972146	2	0.14342	0.6783	0.54163	0.93546	0.49758	0.74921	Cas9	SELE	CAD_loci
rs4977575	5	-0.15351	-1.1979	0.2772	0.81958	0.23095	0.54359	Cas9	SELE	CAD_loci
Pos_SAM_NOS3	7	0.0221	0.23064	0.94087	0.99167	0.81759	0.92122	Cas9	SELE	known_genes
rs10237377	5	-0.12416	-1.5111	0.37275	0.87072	0.13077	0.42451	Cas9	SELE	CAD_loci
rs4930721	5	-0.08478	-0.84633	0.54115	0.93546	0.39737	0.68058	Cas9	SELE	CAD_loci
rs78517073	5	0.053275	0.46609	0.77247	0.97676	0.64115	0.83563	Cas9	SELE	CAD_loci
rs2713540	3	-0.19389	-1.7265	0.32356	0.8436	0.084255	0.33905	Cas9	SELE	CAD_loci
rs7961449	3	-0.26881	-2.7866	0.18874	0.75985	0.0053269	0.095432	Cas9	SELE	CAD_loci
rs139853097	1	0.18833	1.5871	0.56481	0.93722	0.11249	0.39373	Cas9	SELE	CAD_loci
rs9894263	5	0.046305	0.35066	0.80984	0.97676	0.72585	0.88095	Cas9	SELE	CAD_loci
Ess_SAM_RPL4	4	0.32183	1.1807	0.10738	0.6858	0.23773	0.54833	Cas9	SELE	essential_genes
rs10832007	5	0.093256	1.3671	0.58657	0.93722	0.17159	0.48026	Cas9	SELE	CAD_loci
rs11022755	5	0.12269	1.9005	0.46689	0.91304	0.057363	0.28399	Cas9	SELE	CAD_loci
rs139586023	1	-0.23417	-1.7704	0.47446	0.92018	0.076653	0.31836	Cas9	SELE	CAD_loci
rs72664355	4	-0.0036947	-0.030538	0.9333	0.9895	0.97564	0.99143	Cas9	SELE	CAD_loci
rs11642572	5	0.43406	3.1924	0.019868	0.41509	0.0014109	0.058202	Cas9	SELE	CAD_loci
rs80335285	5	0.2924	2.8367	0.092715	0.66032	0.0045575	0.092593	Cas9	SELE	CAD_loci
rs34523267	4	-0.11546	-1.0693	0.46831	0.91413	0.28495	0.59583	Cas9	SELE	CAD_loci
Pos_SAM_SOD2	5	0.04423	0.39845	0.81741	0.97676	0.6903	0.8601	Cas9	SELE	known_genes
rs10509759	2	0.16017	0.50526	0.49905	0.92555	0.61337	0.81912	Cas9	SELE	CAD_loci
rs1892094	2	-0.40309	-2.217	0.10738	0.6858	0.026625	0.19145	Cas9	SELE	CAD_loci
rs11655813	5	0.15394	1.3861	0.35904	0.8672	0.16572	0.47088	Cas9	SELE	CAD_loci
rs7181432	5	-0.20103	-1.6341	0.16651	0.75214	0.10225	0.37267	Cas9	SELE	CAD_loci
rs6058185	5	-0.23687	-2.4659	0.10076	0.67192	0.013667	0.14446	Cas9	SELE	CAD_loci
Ess_SAM_SNRPD2	7	0.20322	1.8802	0.18307	0.75985	0.060074	0.29066	Cas9	SELE	essential_genes
rs35369244	2	0.092331	0.63121	0.69726	0.96412	0.5279	0.76958	Cas9	SELE	CAD_loci
rs13195654	4	-0.17397	-3.0035	0.28477	0.82649	0.0026686	0.07584	Cas9	SELE	CAD_loci
rs58146172	2	-0.44937	-2.5059	0.072848	0.63636	0.012215	0.14204	Cas9	SELE	CAD_loci
rs11831913	4	-0.16821	-1.5672	0.30038	0.82682	0.11708	0.40244	Cas9	SELE	CAD_loci
rs1250248	5	0.022618	0.3549	0.91627	0.9895	0.72266	0.88095	Cas9	SELE	CAD_loci
rs3215816	2	-0.24859	-1.9175	0.29612	0.82677	0.055179	0.2782	Cas9	SELE	CAD_loci
rs7132655	2	-0.1314	-0.9065	0.5667	0.93722	0.36467	0.65498	Cas9	SELE	CAD_loci
rs10832013	3	-0.083157	-0.44439	0.65232	0.94842	0.65676	0.84669	Cas9	SELE	CAD_loci
rs1537370	5	-0.15245	-1.2707	0.28146	0.82459	0.20385	0.51675	Cas9	SELE	CAD_loci
rs10692662	5	0.16293	1.2163	0.33491	0.84964	0.22387	0.53797	Cas9	SELE	CAD_loci
rs73079014	5	0.17857	1.3583	0.29518	0.82649	0.17438	0.48314	Cas9	SELE	CAD_loci
rs2713549	4	-0.2289	-1.5152	0.17029	0.7563	0.12972	0.42386	Cas9	SELE	CAD_loci
rs2074627	5	0.332	2.105	0.063387	0.61538	0.035295	0.22273	Cas9	SELE	CAD_loci
20:33763702	4	-0.3025	-3.4173	0.072375	0.63485	0.00063239	0.044562	Cas9	SELE	CAD_loci
prom_VCAM1	5	-0.0034239	-0.052886	0.95128	0.99167	0.95782	0.98444	Cas9	SELE	known_genes
rs6579211	5	0.079908	0.61726	0.64144	0.9481	0.53706	0.7734	Cas9	SELE	CAD_loci
rs2028900	3	0.23232	1.7238	0.28146	0.82459	0.084746	0.33946	Cas9	SELE	CAD_loci
rs76223987	5	0.21065	1.4545	0.21287	0.77586	0.1458	0.44604	Cas9	SELE	CAD_loci
rs7225581	5	0.18091	1.8394	0.2895	0.82649	0.065856	0.30228	Cas9	SELE	CAD_loci
rs75648520	5	0.0090894	0.083234	0.98959	0.99857	0.93367	0.97372	Cas9	SELE	CAD_loci
rs2644121	5	0.084875	1.1182	0.61637	0.94497	0.26347	0.57057	Cas9	SELE	CAD_loci
rs56343285	3	-0.093975	-0.88499	0.61684	0.94497	0.37616	0.66336	Cas9	SELE	CAD_loci
rs6852182	5	0.17996	1.6842	0.29092	0.82649	0.092136	0.35414	Cas9	SELE	CAD_loci
rs1727946	4	0.071752	0.72287	0.73321	0.97669	0.46976	0.7296	Cas9	SELE	CAD_loci
rs77180047	5	-0.0679	-0.8111	0.61731	0.94497	0.41731	0.69355	Cas9	SELE	CAD_loci
rs2943649	1	0.22711	2.0445	0.47635	0.92301	0.040906	0.24088	Cas9	SELE	CAD_loci
rs654759	5	0.29733	2.6939	0.088458	0.66032	0.0070627	0.10665	Cas9	SELE	CAD_loci
rs646776	5	0.30634	2.2015	0.080416	0.66032	0.027701	0.19731	Cas9	SELE	CAD_loci
rs2713552	2	-0.35385	-3.0586	0.14617	0.74171	0.0022234	0.071217	Cas9	SELE	CAD_loci
rs142977700	3	0.038905	0.23444	0.85714	0.98066	0.81465	0.92055	Cas9	SELE	CAD_loci
rs17696696	4	0.041947	0.35136	0.8614	0.98066	0.72532	0.88095	Cas9	SELE	CAD_loci
rs4887820	2	0.063458	0.31193	0.79281	0.97676	0.7551	0.89448	Cas9	SELE	CAD_loci
rs1573644	5	-0.077536	-0.48726	0.57379	0.93722	0.62608	0.8272	Cas9	SELE	CAD_loci
rs1332327	5	0.075711	0.57457	0.66414	0.95061	0.56558	0.78503	Cas9	SELE	CAD_loci
rs12708928	5	0.32616	2.5627	0.067644	0.61803	0.010386	0.12951	Cas9	SELE	CAD_loci
rs1481891	5	0.2468	1.5644	0.14428	0.74171	0.11773	0.40336	Cas9	SELE	CAD_loci
rs11079406	2	-0.28404	-1.5562	0.23226	0.79708	0.11966	0.4065	Cas9	SELE	CAD_loci
rs9903490	4	-0.067277	-0.76433	0.6509	0.94842	0.44467	0.71396	Cas9	SELE	CAD_loci
rs11057394	3	-0.1488	-0.63505	0.43661	0.89786	0.5254	0.76811	Cas9	SELE	CAD_loci
rs201515159	1	-0.37675	-0.9329	0.25639	0.81654	0.35087	0.64331	Cas9	SELE	CAD_loci
rs1515116	4	0.092877	0.84451	0.64333	0.9481	0.39839	0.68076	Cas9	SELE	CAD_loci
rs12325142	5	0.26535	2.6772	0.12204	0.71468	0.0074251	0.10825	Cas9	SELE	CAD_loci
rs9644638	2	-0.38807	-3.0893	0.11637	0.71429	0.0020063	0.070688	Cas9	SELE	CAD_loci
rs1727880	4	0.086343	0.62959	0.67171	0.95494	0.52896	0.7696	Cas9	SELE	CAD_loci
rs56170783	5	-0.3966	-2.8959	0.0085147	0.29231	0.0037808	0.086331	Cas9	SELE	CAD_loci
rs149553676	3	-0.093742	-0.75336	0.61731	0.94497	0.45123	0.71838	Cas9	SELE	CAD_loci
rs11022734	1	-0.19738	-1.1609	0.54352	0.93643	0.2457	0.55375	Cas9	SELE	CAD_loci
rs7217171	3	-0.51265	-2.3416	0.017029	0.40909	0.0192	0.17017	Cas9	SELE	CAD_loci
rs62233998	5	0.11705	0.63017	0.48723	0.92555	0.52858	0.76958	Cas9	SELE	CAD_loci
rs2943659	5	0.23492	1.7008	0.16272	0.7462	0.088973	0.34831	Cas9	SELE	CAD_loci
rs360156	5	0.2727	2.2925	0.11069	0.69231	0.021876	0.17518	Cas9	SELE	CAD_loci
rs16854041	5	-0.025482	-0.17006	0.83444	0.97676	0.86496	0.94449	Cas9	SELE	CAD_loci
rs12823740	5	0.25087	1.9128	0.1386	0.7375	0.055777	0.28008	Cas9	SELE	CAD_loci
rs1182933	5	-0.15025	-1.2728	0.28808	0.82649	0.2031	0.51675	Cas9	SELE	CAD_loci
rs12790427	5	0.26577	1.8725	0.12015	0.71429	0.061136	0.2924	Cas9	SELE	CAD_loci
rs56375023	5	0.056428	0.5748	0.76017	0.97676	0.56543	0.78503	Cas9	SELE	CAD_loci
rs1870634	5	-0.10919	-0.93034	0.42763	0.8936	0.35219	0.64406	Cas9	SELE	CAD_loci
rs2478839	5	0.03016	0.2723	0.87796	0.98409	0.78539	0.90782	Cas9	SELE	CAD_loci
rs140216653	5	0.050572	0.44344	0.78855	0.97676	0.65745	0.84695	Cas9	SELE	CAD_loci
rs2217348	5	-0.073999	-0.72908	0.58893	0.93722	0.46595	0.7283	Cas9	SELE	CAD_loci
rs11105354	5	-0.012602	-0.12968	0.89782	0.98701	0.89682	0.95318	Cas9	SELE	CAD_loci
rs147687891	2	-0.11252	-0.99285	0.62725	0.94714	0.32078	0.62674	Cas9	SELE	CAD_loci
rs7202596	5	0.011202	0.067094	0.9754	0.99664	0.94651	0.98216	Cas9	SELE	CAD_loci
rs57223420	5	-0.13976	-1.9431	0.31693	0.83855	0.052005	0.27512	Cas9	SELE	CAD_loci
rs7225934	5	0.10517	0.65671	0.5369	0.93509	0.51137	0.75862	Cas9	SELE	CAD_loci
rs17411031	5	-0.049169	-0.48138	0.71287	0.97163	0.63025	0.83012	Cas9	SELE	CAD_loci
rs112374545	5	-0.00011986	-0.00086834	0.97304	0.99664	0.99931	0.99978	Cas9	SELE	CAD_loci
rs4977574	3	-0.36126	-2.3072	0.076159	0.64683	0.021044	0.17412	Cas9	SELE	CAD_loci
rs11346525	4	0.012827	0.103	0.99905	0.99953	0.91796	0.96498	Cas9	SELE	CAD_loci
20:33686084	1	-0.13487	-0.45496	0.66746	0.95273	0.64914	0.84189	Cas9	SELE	CAD_loci
Pos_GECKO_PECAM1	6	0.30993	2.4634	0.068117	0.61803	0.013762	0.14474	Cas9	SELE	known_genes
rs12219027	4	-0.2448	-2.1497	0.14664	0.74171	0.031582	0.21165	Cas9	SELE	CAD_loci
rs7641039	5	-0.10538	-1.1523	0.4456	0.90085	0.2492	0.55806	Cas9	SELE	CAD_loci
rs2176040	5	-0.047141	-0.64865	0.72658	0.97666	0.51657	0.76099	Cas9	SELE	CAD_loci
rs4930725	5	0.08875	0.71041	0.59839	0.93773	0.47745	0.73342	Cas9	SELE	CAD_loci
rs964184	5	-0.029463	-0.24473	0.81173	0.97676	0.80667	0.91861	Cas9	SELE	CAD_loci
rs3764312	5	-0.20276	-1.4032	0.16225	0.7462	0.16055	0.46493	Cas9	SELE	CAD_loci
Ess_SAM_RPL32	5	0.042968	0.41124	0.82308	0.97676	0.6809	0.8554	Cas9	SELE	essential_genes
rs11191502	1	-2.4237	-5.6198	0.00094607	0.071429	1.9113e-08	2.0202e-05	Cas9	SELE	CAD_loci
rs900147	2	-0.093552	-0.96892	0.6807	0.95764	0.33259	0.63341	Cas9	SELE	CAD_loci
Ess_GECKO_RPS26	3	1.6987	1.5822	0	0	0.1136	0.39565	Cas9	SELE	essential_genes
rs7341791	5	-0.21103	-2.2514	0.14759	0.74171	0.024358	0.18155	Cas9	SELE	CAD_loci
rs12833624	5	0.42467	1.7899	0.024598	0.46018	0.073463	0.31375	Cas9	SELE	CAD_loci
rs717593	5	0.072633	0.80335	0.68023	0.95764	0.42177	0.6967	Cas9	SELE	CAD_loci
rs11754964	1	-0.2586	-1.3349	0.42289	0.89197	0.18192	0.49118	Cas9	SELE	CAD_loci
rs9899338	5	-0.21967	-1.4474	0.13387	0.7375	0.14778	0.44874	Cas9	SELE	CAD_loci
Pos_GECKO_TRPV4	6	0.080172	0.90805	0.62961	0.9481	0.36385	0.65489	Cas9	SELE	known_genes
Pos_GECKO_SELP	6	-0.0552	-0.62546	0.64948	0.94842	0.53167	0.77133	Cas9	SELE	known_genes
rs11865296	1	-0.12896	-1.0672	0.68354	0.95764	0.28587	0.59598	Cas9	SELE	CAD_loci
rs1333043	5	-0.14452	-1.2755	0.30416	0.82971	0.20213	0.51668	Cas9	SELE	CAD_loci
rs7190995	5	0.095857	1.1013	0.57616	0.93722	0.27077	0.57819	Cas9	SELE	CAD_loci
rs1458038	5	-0.033836	-0.24722	0.79139	0.97676	0.80474	0.9176	Cas9	SELE	CAD_loci
rs8119827	5	0.074844	0.88073	0.66887	0.95347	0.37846	0.66443	Cas9	SELE	CAD_loci
rs9904438	2	-0.19112	-1.3618	0.41202	0.88337	0.17328	0.48135	Cas9	SELE	CAD_loci
rs73015011	5	0.07624	0.97766	0.66178	0.95061	0.32824	0.63254	Cas9	SELE	CAD_loci
rs1713852	2	-0.58621	-3.2268	0.025071	0.46087	0.0012516	0.056296	Cas9	SELE	CAD_loci
rs331	5	0.042059	0.23849	0.82592	0.97676	0.8115	0.91985	Cas9	SELE	CAD_loci
rs1727920	5	0.019162	0.20405	0.93377	0.9895	0.83831	0.93078	Cas9	SELE	CAD_loci
rs62233093	2	0.29693	1.6235	0.23226	0.79708	0.10449	0.3756	Cas9	SELE	CAD_loci
rs9906500	4	-0.13104	-0.91898	0.41864	0.88677	0.3581	0.64898	Cas9	SELE	CAD_loci
rs9932062	5	0.22642	2.6655	0.17928	0.75985	0.0076878	0.10981	Cas9	SELE	CAD_loci
rs2161684	3	-0.074713	-0.37071	0.68117	0.95764	0.71085	0.87416	Cas9	SELE	CAD_loci
Ess_SAM_RPL23	4	0.48538	2.3615	0.02176	0.42593	0.018201	0.16604	Cas9	SELE	essential_genes
rs765547	2	0.045248	0.31721	0.85336	0.98066	0.75109	0.89234	Cas9	SELE	CAD_loci
rs4925092	5	0.12625	1.2497	0.45128	0.90085	0.21143	0.52214	Cas9	SELE	CAD_loci
rs2297787	5	-0.20771	-2.0791	0.15279	0.74376	0.03761	0.22945	Cas9	SELE	CAD_loci
rs17092215	5	-0.020232	-0.29736	0.86235	0.98066	0.76619	0.9011	Cas9	SELE	CAD_loci
rs144319032	2	-0.44595	-1.5133	0.075213	0.64634	0.13019	0.42451	Cas9	SELE	CAD_loci
rs9896535	1	-0.04548	-0.30596	0.87654	0.98302	0.75964	0.89778	Cas9	SELE	CAD_loci
rs17489268	5	-0.074369	-0.79497	0.58751	0.93722	0.42663	0.70264	Cas9	SELE	CAD_loci
rs41277307	4	-0.24914	-1.8235	0.13813	0.7375	0.06823	0.30538	Cas9	SELE	CAD_loci
rs56348932	5	0.14028	1.472	0.4035	0.87938	0.14102	0.43711	Cas9	SELE	CAD_loci
rs72664332	5	-0.052438	-0.36182	0.69016	0.9605	0.71749	0.87725	Cas9	SELE	CAD_loci
rs1556516	4	-0.10731	-0.60979	0.50189	0.92555	0.542	0.77419	Cas9	SELE	CAD_loci
rs6060235	3	0.11765	0.7711	0.57001	0.93722	0.44065	0.71163	Cas9	SELE	CAD_loci
rs17081935	1	0.27651	1.1028	0.38505	0.87781	0.27013	0.57819	Cas9	SELE	CAD_loci
rs9925763	5	0.32019	3.1162	0.070009	0.62185	0.0018318	0.065635	Cas9	SELE	CAD_loci
rs76110461	5	0.10506	1.176	0.53832	0.93509	0.2396	0.54833	Cas9	SELE	CAD_loci
rs77035382	1	-0.11709	-0.59984	0.71618	0.97313	0.54861	0.77807	Cas9	SELE	CAD_loci
rs9654228	5	0.034056	0.27791	0.85951	0.98066	0.78108	0.90782	Cas9	SELE	CAD_loci
rs2302593	5	0.276	1.6287	0.10691	0.6858	0.10337	0.37426	Cas9	SELE	CAD_loci
rs10139550	5	-0.084882	-0.73671	0.54068	0.93546	0.4613	0.72445	Cas9	SELE	CAD_loci
rs216202	5	0.35328	2.269	0.052034	0.58824	0.023268	0.17904	Cas9	SELE	CAD_loci
rs7533971	5	-0.31519	-3.2926	0.034532	0.54651	0.00099273	0.047696	Cas9	SELE	CAD_loci
rs76752100	1	-0.28104	-2.0082	0.38553	0.87781	0.04462	0.24888	Cas9	SELE	CAD_loci
rs4523957	1	-0.53468	-2.5461	0.12204	0.71468	0.010892	0.13095	Cas9	SELE	CAD_loci
rs246600	5	0.052695	0.5891	0.77483	0.97676	0.55579	0.78373	Cas9	SELE	CAD_loci
rs34222958	5	0.18928	0.71115	0.26868	0.81895	0.47699	0.73342	Cas9	SELE	CAD_loci
rs7978610	5	0.057613	0.4134	0.75449	0.97676	0.67931	0.8554	Cas9	SELE	CAD_loci
Pos_GECKO_ATP2A3	6	-0.10929	-1.2118	0.39688	0.87888	0.22558	0.53945	Cas9	SELE	known_genes
rs7688323	4	-0.081327	-0.6451	0.59697	0.93773	0.51886	0.76331	Cas9	SELE	CAD_loci
rs60521023	5	-0.20055	-1.6923	0.1684	0.75264	0.090585	0.35073	Cas9	SELE	CAD_loci
rs10738607	1	-0.16152	-1.3999	0.60501	0.93979	0.16154	0.46573	Cas9	SELE	CAD_loci
rs79341738	5	0.048194	0.5609	0.79896	0.97676	0.57486	0.79325	Cas9	SELE	CAD_loci
rs56875482	4	-0.13303	-1.8351	0.41533	0.88419	0.066493	0.3036	Cas9	SELE	CAD_loci
rs113309773	3	0.27112	2.0237	0.21097	0.77586	0.042999	0.24476	Cas9	SELE	CAD_loci
rs4603287	5	-0.1203	-1.6267	0.38647	0.87781	0.10381	0.37426	Cas9	SELE	CAD_loci
rs4389112	5	0.17209	1.65	0.30842	0.83163	0.09895	0.36442	Cas9	SELE	CAD_loci
rs6743030	5	-0.37424	-2.3965	0.011353	0.33803	0.016551	0.15845	Cas9	SELE	CAD_loci
rs1515102	4	0.029451	0.43349	0.91675	0.9895	0.66466	0.84735	Cas9	SELE	CAD_loci
rs4888412	1	0.30271	1.8763	0.34484	0.85563	0.060616	0.29123	Cas9	SELE	CAD_loci
rs903065	3	0.14499	0.4925	0.49622	0.92555	0.62237	0.82571	Cas9	SELE	CAD_loci
rs7165042	5	0.21684	1.789	0.20246	0.77117	0.073615	0.31375	Cas9	SELE	CAD_loci
